iteration,time_nsgaii,time_spea2_1,time_spea2_2,time_spea2_3,bestT_nsgaii,bestT_spea2_1,bestT_spea2_2,bestT_spea2_3,bestT_nsgaii,bestT_spea2_1,bestT_spea2_2,bestT_spea2_3,
0,1079448,-9223372036854775808,2085454,2258709,608879,0.0,1.7976931348623157E308,0.0,0.0,0.0,72.84255567441407,0.0,71.4218487394958,67.84018967761735,71.61648376896903
1,929319,-9223372036854775808,1639692,1754114,592935,21170.0,1.7976931348623157E308,0.0,0.0,0.0,70.79258214681042,0.0,68.63842464298146,74.51312674843984,71.70806193782359
2,928783,-9223372036854775808,2151872,2183514,716203,0.0,1.7976931348623157E308,0.0,0.0,0.0,76.74820097453936,0.0,66.43832361885454,68.72897911943993,69.8019262220607
3,972632,-9223372036854775808,1722956,2058837,576635,47074.0,1.7976931348623157E308,0.0,0.0,0.0,72.51490670789016,0.0,69.43569825977112,67.41281084446324,71.78426537268317
4,869316,-9223372036854775808,1954530,2034004,597309,0.0,1.7976931348623157E308,0.0,0.0,14168.0,67.98125688593107,0.0,71.24449954428295,79.55075387192724,75.066219116774
5,1047941,-9223372036854775808,1972096,2083808,613247,0.0,1.7976931348623157E308,0.0,0.0,0.0,69.6824711553059,0.0,66.94142019658835,75.21803207628956,69.64880148031659
6,978311,-9223372036854775808,1955939,2533020,598179,5970.0,1.7976931348623157E308,0.0,0.0,0.0,74.38046647230323,0.0,71.96716219841035,68.31863637314588,70.17579239380645
7,719774,-9223372036854775808,1360351,1796120,626202,0.0,1.7976931348623157E308,0.0,0.0,0.0,76.76918557603841,0.0,72.95757182083912,70.38066049895454,66.84560992538609
8,756565,-9223372036854775808,1923274,1821084,649258,0.0,1.7976931348623157E308,0.0,0.0,0.0,73.19817725285968,0.0,74.12669451098064,69.00504599338468,70.54937977099237
9,1107552,-9223372036854775808,2137477,2338130,621425,0.0,1.7976931348623157E308,28200.0,0.0,0.0,72.1845451425957,0.0,67.10574582319005,65.81076924468731,70.01183129844819
